Temperature (K),Brightness (watts/m2),Parallax (arcsec),distance(parsec),Distance(meters),luminosity(watts),Luminosity(Solar)
3955.876123,3.03E-13,0.00768004,130.2076552,4.01821E+18,6.16E+25,1.60E-01
3953.411554,2.86E-13,0.00744955,134.2362962,4.14253E+18,6.17E+25,1.60E-01
3948.703685,1.61E-13,0.00942451,106.1063122,3.27444E+18,2.17E+25,5.65E-02
3933.037434,2.46E-13,0.00982151,101.8173377,3.14208E+18,3.05E+25,7.94E-02
3932.840833,1.90E-13,0.0110226,90.722697,2.7997E+18,1.87E+25,4.87E-02
3926.587924,1.89E-13,0.0101355,98.66311479,3.04474E+18,2.20E+25,5.72E-02
3923.371532,2.93E-13,0.0117071,85.41825046,2.63601E+18,2.56E+25,6.66E-02
3923.143766,2.63E-13,0.0106535,93.86586568,2.8967E+18,2.77E+25,7.20E-02
3921.413905,2.49E-13,0.0102559,97.50485087,3.009E+18,2.83E+25,7.37E-02
3920.717038,2.81E-13,0.00898698,111.2720847,3.43386E+18,4.16E+25,1.08E-01
3920.669066,2.92E-13,0.00918577,108.8640364,3.35954E+18,4.14E+25,1.08E-01
3920.55854,2.78E-13,0.010265,97.41841208,3.00633E+18,3.15E+25,8.20E-02
3919.7124,3.27E-13,0.0100837,99.16994754,3.06038E+18,3.84E+25,1.00E-01
3919.491419,2.40E-13,0.0119834,83.4487708,2.57523E+18,2.00E+25,5.19E-02
3918.122217,2.41E-13,0.0103911,96.23620213,2.96985E+18,2.67E+25,6.94E-02
3918.118217,2.58E-13,0.0103125,96.96969697,2.99248E+18,2.90E+25,7.53E-02
3918.11541,2.41E-13,0.00965666,103.5554736,3.19572E+18,3.10E+25,8.05E-02
3915.742488,2.42E-13,0.0103389,96.72208842,2.98484E+18,2.71E+25,7.05E-02
3914.233849,3.03E-13,0.0106237,94.12916404,2.90483E+18,3.21E+25,8.36E-02
3914.115531,2.33E-13,0.0121328,82.42120533,2.54352E+18,1.89E+25,4.92E-02
3913.194587,2.27E-13,0.00792035,126.2570467,3.89629E+18,4.33E+25,1.13E-01
3912.913236,2.17E-13,0.0109248,91.53485647,2.82477E+18,2.18E+25,5.67E-02
3911.788742,1.96E-13,0.0072973,137.0369863,4.22896E+18,4.40E+25,1.14E-01
3910.773642,2.17E-13,0.00844716,118.3829832,3.6533E+18,3.64E+25,9.45E-02
3908.462135,1.83E-13,0.00926063,107.984014,3.33239E+18,2.55E+25,6.62E-02
3907.045488,2.08E-13,0.0100785,99.22111425,3.06196E+18,2.45E+25,6.36E-02
3906.4867,2.15E-13,0.00994066,100.5969423,3.10442E+18,2.60E+25,6.76E-02
3906.345189,2.18E-13,0.00992374,100.7684603,3.10971E+18,2.65E+25,6.89E-02
3905.488156,2.57E-13,0.0112407,88.96243117,2.74538E+18,2.44E+25,6.34E-02
3904.273809,2.59E-13,0.0104682,95.52740681,2.94798E+18,2.83E+25,7.35E-02
3904.209886,2.08E-13,0.00856507,116.7532781,3.60301E+18,3.40E+25,8.83E-02
3904.17075,2.39E-13,0.00993118,100.692969,3.10739E+18,2.90E+25,7.53E-02
3900.628793,2.63E-13,0.00958713,104.3065026,3.2189E+18,3.42E+25,8.89E-02
3900.595492,2.84E-13,0.00940449,106.3321881,3.28141E+18,3.84E+25,1.00E-01
3900.593428,2.30E-13,0.0126141,79.27636534,2.44647E+18,1.73E+25,4.49E-02
3899.230585,2.47E-13,0.00997689,100.2316353,3.09315E+18,2.97E+25,7.71E-02
3898.219612,1.70E-13,0.0097955,102.0876933,3.15043E+18,2.12E+25,5.50E-02
3897.843945,2.67E-13,0.00894882,111.7465766,3.4485E+18,3.98E+25,1.04E-01
3895.491096,3.19E-13,0.0105228,95.0317406,2.93268E+18,3.45E+25,8.97E-02
3895.47684,2.35E-13,0.010549,94.79571523,2.9254E+18,2.52E+25,6.56E-02
3895.460666,2.22E-13,0.00894297,111.8196751,3.45076E+18,3.32E+25,8.63E-02
3893.212133,2.18E-13,0.0108973,91.76585026,2.83189E+18,2.19E+25,5.70E-02
3893.137915,2.28E-13,0.00973913,102.678576,3.16866E+18,2.88E+25,7.48E-02
3893.130133,2.67E-13,0.00831992,120.1934634,3.70917E+18,4.61E+25,1.20E-01
3893.113012,2.52E-13,0.00798528,125.230424,3.86461E+18,4.74E+25,1.23E-01
3893.111756,2.31E-13,0.00904703,110.5335121,3.41106E+18,3.38E+25,8.79E-02
3893.071511,2.77E-13,0.0102912,97.17039801,2.99868E+18,3.13E+25,8.13E-02
3892.23625,2.81E-13,0.0114788,87.11712026,2.68843E+18,2.56E+25,6.65E-02
3891.312782,2.31E-13,0.00964333,103.6986186,3.20014E+18,2.98E+25,7.74E-02
3891.305365,2.57E-13,0.00963519,103.7862253,3.20284E+18,3.32E+25,8.63E-02
3891.302584,2.24E-13,0.00956351,104.5641192,3.22685E+18,2.93E+25,7.61E-02
3890.782063,2.20E-13,0.0101605,98.42035333,3.03725E+18,2.55E+25,6.64E-02
3890.78175,2.38E-13,0.0105954,94.38058025,2.91258E+18,2.54E+25,6.59E-02
3890.384193,2.60E-13,0.00940384,106.3395379,3.28164E+18,3.52E+25,9.16E-02
3890.363346,2.28E-13,0.0115437,86.62733786,2.67332E+18,2.05E+25,5.33E-02
3890.35675,2.08E-13,0.00809659,123.5087858,3.81148E+18,3.79E+25,9.85E-02
3889.956942,2.24E-13,0.00970922,102.9948853,3.17842E+18,2.84E+25,7.39E-02
3889.454799,2.71E-13,0.0106345,94.03356998,2.90188E+18,2.87E+25,7.47E-02
3889.450704,2.23E-13,0.00960598,104.1018199,3.21258E+18,2.90E+25,7.53E-02
3888.593825,2.28E-13,0.0106529,93.87115246,2.89686E+18,2.40E+25,6.25E-02
3888.582925,2.18E-13,0.0106158,94.19921249,2.90699E+18,2.31E+25,6.01E-02
3888.582925,2.18E-13,0.0106158,94.19921249,2.90699E+18,2.31E+25,6.01E-02
3888.545233,2.02E-13,0.00843389,118.5692486,3.65905E+18,3.40E+25,8.84E-02
3888.54439,2.66E-13,0.0125203,79.87029065,2.4648E+18,2.03E+25,5.28E-02
3888.54194,2.53E-13,0.00947188,105.5756619,3.25806E+18,3.38E+25,8.78E-02
3886.364125,2.57E-13,0.00829486,120.5565856,3.72038E+18,4.47E+25,1.16E-01
3886.34884,2.62E-13,0.00990919,100.916422,3.11428E+18,3.20E+25,8.32E-02
3886.328054,2.29E-13,0.011173,89.50147677,2.76202E+18,2.20E+25,5.71E-02
3885.548792,2.52E-13,0.00978581,102.1887815,3.15355E+18,3.15E+25,8.18E-02
3884.851522,2.30E-13,0.0109992,90.91570296,2.80566E+18,2.28E+25,5.93E-02
3884.418485,2.53E-13,0.00984861,101.5371712,3.13344E+18,3.12E+25,8.12E-02
3883.067887,2.98E-13,0.0103742,96.39297488,2.97469E+18,3.32E+25,8.62E-02
3882.506214,2.58E-13,0.01074,93.10986965,2.87337E+18,2.68E+25,6.96E-02
3882.432561,2.59E-13,0.00892992,111.9830861,3.4558E+18,3.89E+25,1.01E-01
3878.90593,2.46E-13,0.0108427,92.2279506,2.84615E+18,2.50E+25,6.51E-02
3876.968377,2.12E-13,0.0095637,104.5620419,3.22678E+18,2.77E+25,7.21E-02
3875.654824,2.88E-13,0.0108557,92.11750509,2.84275E+18,2.92E+25,7.59E-02
3875.638266,2.02E-13,0.00886582,112.7927253,3.48078E+18,3.07E+25,7.99E-02
3872.510007,2.75E-13,0.0114032,87.69468219,2.70626E+18,2.53E+25,6.58E-02
3871.915588,8.50E-14,0.0119266,83.84619254,2.58749E+18,7.15E+24,1.86E-02
3871.630358,2.58E-13,0.0118442,84.4295098,2.60549E+18,2.20E+25,5.72E-02
3870.488744,2.45E-13,0.00877441,113.9677768,3.51705E+18,3.80E+25,9.88E-02
3869.382242,2.49E-13,0.00947435,105.5481379,3.25722E+18,3.32E+25,8.62E-02
3869.378705,2.16E-13,0.0095309,104.9218857,3.23789E+18,2.85E+25,7.42E-02
3868.280193,2.73E-13,0.0101912,98.12387158,3.0281E+18,3.15E+25,8.19E-02
3866.331578,2.40E-13,0.00951323,105.116769,3.2439E+18,3.18E+25,8.27E-02
3864.044185,2.13E-13,0.0096967,103.1278682,3.18253E+18,2.70E+25,7.03E-02
3863.273417,2.09E-13,0.0106995,93.46231132,2.88425E+18,2.18E+25,5.68E-02
3861.73385,1.80E-13,0.00897672,111.3992639,3.43778E+18,2.68E+25,6.97E-02
3857.825341,1.94E-13,0.00913897,109.4215212,3.37675E+18,2.78E+25,7.22E-02
3856.519663,2.20E-13,0.0109964,90.93885272,2.80637E+18,2.18E+25,5.67E-02
3854.40068,1.92E-13,0.00936711,106.7565129,3.29451E+18,2.62E+25,6.81E-02
3853.903754,2.09E-13,0.0132143,75.67559386,2.33535E+18,1.43E+25,3.72E-02
3853.481827,2.06E-13,0.00921935,108.4675167,3.34731E+18,2.90E+25,7.54E-02
3853.472232,1.78E-13,0.0102416,97.64099359,3.0132E+18,2.03E+25,5.27E-02
3851.016685,1.85E-13,0.0092701,107.8737015,3.32898E+18,2.57E+25,6.68E-02
3850.909654,1.84E-13,0.0119142,83.93345755,2.59019E+18,1.55E+25,4.03E-02
3849.514808,1.86E-13,0.00884428,113.0674289,3.48926E+18,2.84E+25,7.39E-02
3849.341813,1.85E-13,0.00999168,100.0832693,3.08857E+18,2.22E+25,5.78E-02
3848.618036,2.26E-13,0.010472,95.49274255,2.94691E+18,2.47E+25,6.42E-02
3848.52625,1.80E-13,0.00893374,111.9352029,3.45432E+18,2.69E+25,7.01E-02
3848.445512,2.28E-13,0.0105586,94.70952588,2.92274E+18,2.44E+25,6.35E-02
3847.718311,1.68E-13,0.0100665,99.33939304,3.06561E+18,1.99E+25,5.17E-02
3831.932723,1.82E-13,0.00959688,104.2005318,3.21563E+18,2.37E+25,6.16E-02
3829.381578,1.36E-13,0.0104482,95.71026588,2.95362E+18,1.49E+25,3.86E-02
3828.369671,1.96E-13,0.0113197,88.34156382,2.72622E+18,1.83E+25,4.75E-02
3828.27076,1.77E-13,0.00786302,127.1775984,3.9247E+18,3.42E+25,8.89E-02
3827.327044,1.03E-13,0.0124466,80.34322626,2.47939E+18,7.94E+24,2.06E-02
3826.093819,2.16E-13,0.0113097,88.41967515,2.72863E+18,2.02E+25,5.25E-02
3823.067429,1.68E-13,0.0101327,98.69037867,3.04559E+18,1.96E+25,5.09E-02
3819.722142,6.73E-14,0.011129,89.85533291,2.77294E+18,6.50E+24,1.69E-02
3819.569502,1.92E-13,0.010946,91.35757354,2.81929E+18,1.92E+25,5.00E-02
3817.352302,1.83E-13,0.0112259,89.07971744,2.749E+18,1.74E+25,4.52E-02
3816.725696,2.49E-13,0.0110522,90.47972349,2.7922E+18,2.44E+25,6.35E-02
3815.392134,1.83E-13,0.0110178,90.76222113,2.80092E+18,1.80E+25,4.68E-02
3815.027471,2.22E-13,0.00857252,116.651813,3.59987E+18,3.61E+25,9.39E-02
3815.016307,1.94E-13,0.00940004,106.382526,3.28296E+18,2.63E+25,6.84E-02
3814.744296,1.83E-13,0.0106678,93.74004012,2.89282E+18,1.93E+25,5.01E-02
3814.251893,2.03E-13,0.0112063,89.23551931,2.75381E+18,1.93E+25,5.02E-02
3813.565368,2.12E-13,0.00998084,100.1919678,3.09192E+18,2.55E+25,6.62E-02
3813.514942,2.30E-13,0.0112215,89.11464599,2.75008E+18,2.18E+25,5.68E-02
3813.501775,1.67E-13,0.00850765,117.5412717,3.62732E+18,2.76E+25,7.19E-02
3813.501333,1.96E-13,0.0087122,114.7815707,3.54216E+18,3.09E+25,8.03E-02
3812.752861,2.14E-13,0.00916754,109.0805167,3.36622E+18,3.04E+25,7.91E-02
3812.581138,1.61E-13,0.00906066,110.3672359,3.40593E+18,2.35E+25,6.11E-02
3812.009036,1.96E-13,0.00921449,108.5247257,3.34907E+18,2.76E+25,7.17E-02
3811.418025,2.00E-13,0.00869014,115.0729447,3.55115E+18,3.16E+25,8.23E-02
3810.684026,1.57E-13,0.00797524,125.3880761,3.86948E+18,2.95E+25,7.67E-02
3809.566618,2.03E-13,0.00987395,101.2765914,3.1254E+18,2.49E+25,6.49E-02
3809.202283,1.71E-13,0.00903182,110.7196556,3.41681E+18,2.51E+25,6.51E-02
3808.788363,1.52E-13,0.00875087,114.2743522,3.52651E+18,2.37E+25,6.16E-02
3808.522101,1.97E-13,0.0082421,121.3283023,3.74419E+18,3.48E+25,9.05E-02
3808.476632,1.87E-13,0.0127678,78.32202885,2.41702E+18,1.37E+25,3.57E-02
3807.963967,1.79E-13,0.0100408,99.59365788,3.07346E+18,2.13E+25,5.53E-02
3807.45401,1.81E-13,0.00998749,100.1252567,3.08987E+18,2.18E+25,5.66E-02
3806.455917,1.92E-13,0.0106592,93.81567097,2.89515E+18,2.02E+25,5.25E-02
3806.451089,2.06E-13,0.011493,87.00948403,2.68511E+18,1.86E+25,4.84E-02
3806.043131,2.07E-13,0.00937398,106.6782733,3.29209E+18,2.82E+25,7.33E-02
3806.030856,2.00E-13,0.0119872,83.42231714,2.57441E+18,1.66E+25,4.33E-02
3805.807843,2.21E-13,0.0108562,92.11326247,2.84262E+18,2.24E+25,5.83E-02
3805.628948,1.85E-13,0.0114172,87.58714921,2.70294E+18,1.70E+25,4.42E-02
3805.225691,1.67E-13,0.00962654,103.8794832,3.20572E+18,2.16E+25,5.62E-02
3805.208407,1.74E-13,0.0107214,93.27140112,2.87836E+18,1.81E+25,4.70E-02
3804.80577,1.69E-13,0.0102311,97.74120085,3.01629E+18,1.93E+25,5.01E-02
3804.67566,1.86E-13,0.0108854,91.86616936,2.83499E+18,1.88E+25,4.89E-02
3804.399813,2.24E-13,0.012067,82.87063893,2.55739E+18,1.84E+25,4.79E-02
3803.755273,1.67E-13,0.0116626,85.74417368,2.64607E+18,1.47E+25,3.82E-02
3803.129005,2.28E-13,0.0103694,96.43759523,2.97606E+18,2.53E+25,6.58E-02
3802.799097,1.55E-13,0.00919943,108.702387,3.35456E+18,2.20E+25,5.71E-02
3802.525973,1.74E-13,0.00966423,103.4743585,3.19322E+18,2.23E+25,5.80E-02
3802.243827,1.91E-13,0.0103458,96.65758085,2.98285E+18,2.14E+25,5.56E-02
3801.253514,1.57E-13,0.00914249,109.3793923,3.37545E+18,2.25E+25,5.84E-02
3801.243533,1.77E-13,0.0104273,95.90210313,2.95954E+18,1.95E+25,5.08E-02
3801.22767,2.01E-13,0.0104272,95.90302286,2.95957E+18,2.22E+25,5.76E-02
3801.056139,1.78E-13,0.0080479,124.2560171,3.83454E+18,3.29E+25,8.55E-02
3800.468796,1.56E-13,0.00891625,112.1547736,3.4611E+18,2.35E+25,6.12E-02
3800.308443,1.64E-13,0.00818387,122.1915793,3.77083E+18,2.93E+25,7.61E-02
3800.296835,1.78E-13,0.00965965,103.5234196,3.19473E+18,2.28E+25,5.93E-02
3800.295968,1.84E-13,0.0105085,95.16106009,2.93667E+18,1.99E+25,5.18E-02
3799.88009,1.57E-13,0.00926275,107.9592993,3.33162E+18,2.19E+25,5.71E-02
3799.878147,1.92E-13,0.0108759,91.94641363,2.83747E+18,1.94E+25,5.04E-02
3799.758195,1.25E-13,0.00857765,116.5820475,3.59772E+18,2.04E+25,5.30E-02
3799.758195,1.25E-13,0.00857765,116.5820475,3.59772E+18,2.04E+25,5.30E-02
3799.742675,1.88E-13,0.0102747,97.32644262,3.00349E+18,2.13E+25,5.53E-02
3799.443254,1.90E-13,0.0111333,89.82062821,2.77186E+18,1.84E+25,4.78E-02
3799.38743,2.02E-13,0.00873158,114.5268096,3.5343E+18,3.17E+25,8.25E-02
3799.384705,1.97E-13,0.00925751,108.0204072,3.33351E+18,2.75E+25,7.14E-02
3793.548723,9.73E-14,0.00852412,117.3141626,3.62032E+18,1.60E+25,4.17E-02
3787.646478,1.21E-13,0.010572,94.58948165,2.91903E+18,1.29E+25,3.37E-02
3787.292176,1.86E-13,0.0116136,86.10594475,2.65723E+18,1.65E+25,4.28E-02
3782.729274,1.50E-13,0.00802642,124.5885463,3.8448E+18,2.79E+25,7.25E-02
3781.516792,1.07E-13,0.00787144,127.0415578,3.9205E+18,2.06E+25,5.35E-02
3777.808645,1.18E-13,0.0117957,84.7766559,2.61621E+18,1.02E+25,2.64E-02
3776.291545,1.59E-13,0.0092066,108.6177308,3.35194E+18,2.24E+25,5.82E-02
3775.452168,1.54E-13,0.00893403,111.9315695,3.45421E+18,2.32E+25,6.02E-02
3772.589629,7.23E-14,0.00906266,110.3428795,3.40518E+18,1.05E+25,2.74E-02
3766.646852,1.84E-13,0.0077739,128.6355626,3.96969E+18,3.64E+25,9.46E-02
3765.876273,1.99E-13,0.009102,109.8659635,3.39046E+18,2.88E+25,7.48E-02
3765.131311,2.18E-13,0.0111191,89.93533649,2.7754E+18,2.11E+25,5.48E-02
3764.385443,1.79E-13,0.0100241,99.75957941,3.07858E+18,2.13E+25,5.55E-02
3763.72931,1.91E-13,0.0104344,95.83684735,2.95753E+18,2.10E+25,5.47E-02
3763.721394,1.81E-13,0.00898281,111.3237395,3.43545E+18,2.69E+25,6.98E-02
3762.573308,3.98E-14,0.00805955,124.0764063,3.829E+18,7.34E+24,1.91E-02
3762.387451,1.76E-13,0.0115287,86.74004875,2.6768E+18,1.58E+25,4.11E-02
3761.889763,9.41E-14,0.0103952,96.19824534,2.96868E+18,1.04E+25,2.71E-02
3761.161362,1.68E-13,0.00930781,107.436658,3.3155E+18,2.33E+25,6.05E-02
3760.169552,1.56E-13,0.0108261,92.36936662,2.85052E+18,1.59E+25,4.14E-02
3760.168286,1.30E-13,0.00797913,125.3269467,3.86759E+18,2.44E+25,6.34E-02
3760.161275,1.50E-13,0.00930815,107.4327337,3.31537E+18,2.08E+25,5.40E-02
3759.175098,1.51E-13,0.00974481,102.6187273,3.16681E+18,1.90E+25,4.95E-02
3758.157962,1.32E-13,0.010088,99.12767645,3.05908E+18,1.55E+25,4.04E-02
3756.652434,1.42E-13,0.00982891,101.7406813,3.13972E+18,1.76E+25,4.58E-02
3755.579483,1.32E-13,0.0113332,88.23633219,2.72297E+18,1.23E+25,3.20E-02
3754.806576,1.73E-13,0.00980625,101.9757808,3.14697E+18,2.16E+25,5.60E-02
3754.220591,1.93E-13,0.0117879,84.83275223,2.61794E+18,1.66E+25,4.31E-02
3754.098038,1.86E-13,0.0124503,80.31934973,2.47866E+18,1.43E+25,3.72E-02
3754.097539,1.68E-13,0.0109442,91.37259918,2.81976E+18,1.68E+25,4.37E-02
3753.809,1.50E-13,0.0105196,95.06064869,2.93357E+18,1.62E+25,4.22E-02
3753.618343,1.86E-13,0.0091646,109.1155097,3.3673E+18,2.64E+25,6.87E-02
3753.565645,1.40E-13,0.0080268,124.5826481,3.84462E+18,2.60E+25,6.75E-02
3753.37462,1.83E-13,0.0115155,86.83947723,2.67987E+18,1.65E+25,4.29E-02
3753.14422,1.75E-13,0.0104315,95.86349039,2.95835E+18,1.93E+25,5.01E-02
3752.930379,1.69E-13,0.00908879,110.025647,3.39539E+18,2.45E+25,6.36E-02
3752.928985,1.71E-13,0.0114726,87.16419992,2.68989E+18,1.55E+25,4.03E-02
3752.698953,1.65E-13,0.0103399,96.71273417,2.98455E+18,1.85E+25,4.80E-02
3752.697193,1.59E-13,0.0104893,95.33524639,2.94205E+18,1.73E+25,4.50E-02
3752.547279,1.63E-13,0.0112538,88.85887434,2.74218E+18,1.54E+25,4.00E-02
3752.36738,1.94E-13,0.0129278,77.35268182,2.3871E+18,1.39E+25,3.62E-02
3752.169706,1.73E-13,0.00862738,115.9100445,3.57698E+18,2.79E+25,7.24E-02
3751.864442,1.54E-13,0.00853048,117.2266977,3.61762E+18,2.53E+25,6.58E-02
3751.681479,1.55E-13,0.00924968,108.1118482,3.33633E+18,2.16E+25,5.63E-02
3751.558611,1.84E-13,0.0100218,99.78247421,3.07929E+18,2.19E+25,5.70E-02
3751.557864,1.68E-13,0.0101522,98.50081756,3.03974E+18,1.96E+25,5.09E-02
3751.437434,1.65E-13,0.00895901,111.6194758,3.44458E+18,2.46E+25,6.39E-02
3750.833306,1.83E-13,0.0109419,91.39180581,2.82035E+18,1.83E+25,4.76E-02
3750.796576,1.69E-13,0.0106511,93.88701636,2.89735E+18,1.79E+25,4.64E-02
3750.673176,1.70E-13,0.00965843,103.5364961,3.19514E+18,2.18E+25,5.67E-02
3750.673028,1.64E-13,0.0121607,82.23210835,2.53768E+18,1.33E+25,3.45E-02
3750.505685,1.92E-13,0.00875009,114.2845388,3.52682E+18,3.00E+25,7.81E-02
3750.474833,1.11E-13,0.00908437,110.07918,3.39704E+18,1.60E+25,4.17E-02
3750.474734,1.19E-13,0.00981725,101.8615193,3.14345E+18,1.47E+25,3.83E-02
3750.133868,1.06E-13,0.00919919,108.705223,3.35464E+18,1.50E+25,3.89E-02
3750.132097,1.10E-13,0.0110833,90.22583527,2.78437E+18,1.07E+25,2.79E-02
3750.004979,1.49E-13,0.0104723,95.49000697,2.94682E+18,1.62E+25,4.22E-02
3749.376311,1.21E-13,0.0099168,100.8389803,3.11189E+18,1.48E+25,3.84E-02
3749.3582,4.11E-14,0.00861419,116.0875254,3.58246E+18,6.63E+24,1.73E-02
3746.891705,1.38E-13,0.0120452,83.02062232,2.56202E+18,1.14E+25,2.97E-02
3741.998899,1.11E-13,0.00997082,100.292654,3.09503E+18,1.33E+25,3.47E-02
3741.533493,1.04E-13,0.00827475,120.8495725,3.72942E+18,1.81E+25,4.71E-02
3741.516446,1.11E-13,0.0116766,85.64136821,2.64289E+18,9.78E+24,2.54E-02
3741.402025,1.38E-13,0.0120285,83.13588561,2.56557E+18,1.14E+25,2.97E-02
3740.924368,1.24E-13,0.00971779,102.9040553,3.17562E+18,1.57E+25,4.08E-02
3740.362995,1.21E-13,0.00920534,108.632598,3.3524E+18,1.70E+25,4.43E-02
3739.402573,1.42E-13,0.0109698,91.1593648,2.81318E+18,1.41E+25,3.68E-02
3737.490649,1.24E-13,0.00906809,110.2768058,3.40314E+18,1.81E+25,4.71E-02
3737.489308,1.78E-13,0.0110593,90.42163609,2.79041E+18,1.74E+25,4.52E-02
3737.484923,1.51E-13,0.00984897,101.5334598,3.13332E+18,1.87E+25,4.85E-02
3736.615628,1.74E-13,0.0106065,94.28180833,2.90954E+18,1.85E+25,4.81E-02
3735.445981,1.50E-13,0.00913936,109.4168519,3.3766E+18,2.15E+25,5.58E-02
3734.919305,1.43E-13,0.0104698,95.51280827,2.94753E+18,1.56E+25,4.07E-02
3734.892733,1.31E-13,0.00817636,122.3038125,3.7743E+18,2.34E+25,6.07E-02
3734.878602,1.37E-13,0.0078357,127.6210166,3.93838E+18,2.67E+25,6.95E-02
3732.0506,1.74E-13,0.0119942,83.37363059,2.57291E+18,1.45E+25,3.76E-02
3731.720743,1.49E-13,0.00979078,102.1369084,3.15194E+18,1.86E+25,4.84E-02
3731.345402,1.60E-13,0.00993171,100.6875956,3.10722E+18,1.94E+25,5.03E-02
3730.066532,1.29E-13,0.00852556,117.2943478,3.6197E+18,2.12E+25,5.52E-02
3730.040845,1.45E-13,0.00963781,103.7580114,3.20197E+18,1.87E+25,4.87E-02
3729.499851,1.95E-13,0.0103532,96.58849438,2.98072E+18,2.18E+25,5.67E-02
3728.461056,1.44E-13,0.0100188,99.81235278,3.08021E+18,1.72E+25,4.47E-02
3727.540136,1.66E-13,0.011333,88.23788935,2.72302E+18,1.54E+25,4.01E-02
3726.468686,1.38E-13,0.00973656,102.7056784,3.1695E+18,1.74E+25,4.53E-02
3726.068123,1.50E-13,0.0105735,94.5760628,2.91862E+18,1.61E+25,4.19E-02
3725.109183,1.52E-13,0.0103949,96.20102165,2.96876E+18,1.68E+25,4.38E-02
3724.417851,1.81E-13,0.0104209,95.96100145,2.96136E+18,1.99E+25,5.18E-02
3723.768187,1.80E-13,0.00954834,104.7302463,3.23198E+18,2.36E+25,6.14E-02
3723.762871,1.77E-13,0.0113687,87.96080467,2.71447E+18,1.64E+25,4.26E-02
3723.742222,1.37E-13,0.00819666,122.0009126,3.76495E+18,2.43E+25,6.33E-02
3723.688375,1.54E-13,0.0116244,86.02594543,2.65476E+18,1.37E+25,3.56E-02
3723.163286,1.57E-13,0.00907997,110.1325225,3.39869E+18,2.28E+25,5.93E-02
3723.142093,1.38E-13,0.00872182,114.6549688,3.53825E+18,2.18E+25,5.66E-02
3722.191893,1.13E-13,0.00869761,114.9741136,3.5481E+18,1.79E+25,4.64E-02
3722.000014,1.50E-13,0.00956953,104.49834,3.22482E+18,1.96E+25,5.08E-02
3721.997098,1.71E-13,0.00927245,107.8463621,3.32814E+18,2.37E+25,6.17E-02
3721.469912,1.48E-13,0.00737646,135.5663828,4.18358E+18,3.26E+25,8.47E-02
3721.462556,1.41E-13,0.0101649,98.37775089,3.03594E+18,1.64E+25,4.26E-02
3721.176036,1.65E-13,0.0113964,87.74700783,2.70787E+18,1.52E+25,3.95E-02
3719.458948,1.61E-13,0.0103937,96.2121285,2.96911E+18,1.78E+25,4.63E-02
3719.387326,1.28E-13,0.00819956,121.9577636,3.76362E+18,2.27E+25,5.91E-02
3719.038275,1.54E-13,0.0108288,92.3463357,2.84981E+18,1.58E+25,4.10E-02
3718.581198,1.55E-13,0.0107347,93.15584041,2.87479E+18,1.61E+25,4.18E-02
3718.482293,1.03E-13,0.0113848,87.83641346,2.71063E+18,9.55E+24,2.48E-02
3717.775761,1.50E-13,0.00949444,105.3248006,3.25032E+18,1.98E+25,5.16E-02
3716.999482,1.54E-13,0.0103094,96.99885541,2.99338E+18,1.73E+25,4.50E-02
3716.647734,1.62E-13,0.00988635,101.1495648,3.12148E+18,1.99E+25,5.17E-02
3716.640485,1.62E-13,0.0111201,89.92724886,2.77515E+18,1.57E+25,4.09E-02
3716.323913,1.50E-13,0.0094208,106.1480978,3.27573E+18,2.02E+25,5.24E-02
3716.26854,1.67E-13,0.0097721,102.3321497,3.15797E+18,2.10E+25,5.46E-02
3715.663952,1.54E-13,0.00966423,103.4743585,3.19322E+18,1.98E+25,5.14E-02
3715.662783,1.51E-13,0.0105983,94.35475501,2.91179E+18,1.61E+25,4.18E-02
3715.329698,1.54E-13,0.00995047,100.4977654,3.10136E+18,1.86E+25,4.84E-02
3714.788306,1.56E-13,0.0095849,104.3307703,3.21965E+18,2.03E+25,5.27E-02
3714.057887,1.40E-13,0.00936386,106.7935659,3.29565E+18,1.91E+25,4.97E-02
3714.038052,1.58E-13,0.0103989,96.16401735,2.96762E+18,1.74E+25,4.54E-02
3713.832195,1.97E-13,0.00997217,100.2790767,3.09461E+18,2.37E+25,6.16E-02
3713.818731,1.63E-13,0.00943173,106.0250877,3.27193E+18,2.19E+25,5.69E-02
3713.221282,1.52E-13,0.00984549,101.569348,3.13443E+18,1.88E+25,4.89E-02
3712.51408,1.41E-13,0.00882487,113.3161168,3.49694E+18,2.17E+25,5.64E-02
3712.256379,1.52E-13,0.0104982,95.25442457,2.93955E+18,1.65E+25,4.30E-02
3711.86252,1.54E-13,0.00995413,100.4608138,3.10022E+18,1.86E+25,4.85E-02
3711.435186,1.56E-13,0.00899701,111.148037,3.43003E+18,2.31E+25,6.01E-02
3701.407277,1.21E-13,0.00975721,102.4883138,3.16279E+18,1.53E+25,3.97E-02
3701.2205,1.20E-13,0.0109118,91.64390843,2.82813E+18,1.21E+25,3.14E-02
3700.094267,1.07E-13,0.00952792,104.9547016,3.2389E+18,1.41E+25,3.66E-02
3699.387348,9.59E-14,0.0103362,96.74735396,2.98562E+18,1.07E+25,2.79E-02
3695.598357,1.13E-13,0.0104445,95.74417157,2.95467E+18,1.24E+25,3.22E-02
3694.790525,1.19E-13,0.0112613,88.79969453,2.74036E+18,1.13E+25,2.93E-02
3689.983701,9.03E-14,0.00859183,116.3896399,3.59178E+18,1.46E+25,3.81E-02
